Shattered Dawn: Going to Wrack and Ruins
Custom
HailActorGetQuest -Actor "Doomsayer Adarius"
582.177246 4.900904 -56.908726
592.506836 4.888110 -56.623074
601.890015 7.109476 -53.271336
611.654663 9.097004 -51.425606
621.150696 6.466827 -54.372917
631.013672 3.850633 -55.469376
642.138428 3.103447 -55.530975
651.829346 3.159286 -52.537209
661.132629 1.627756 -48.588612
669.397400 1.869335 -42.899368
677.288940 2.845010 -36.386944
685.584961 4.671572 -29.854237
692.920715 9.012717 -23.725729
702.626221 9.216785 -26.209993
711.069336 5.664349 -30.895508
719.428345 7.494272 -36.455482
729.209717 8.403795 -40.188736
739.765076 7.008058 -40.013641
747.414246 5.735537 -46.419502
753.657471 8.639346 -53.817204
762.592102 8.018657 -58.361179
770.687012 6.533168 -64.256882
774.473633 12.740393 -71.201881
781.130432 20.368038 -69.466118
789.758911 25.541183 -68.047668
797.984436 31.279480 -68.117126
807.596191 29.233120 -70.394119
797.647644 30.805761 -68.577225
789.349121 25.135542 -68.949539
780.499634 19.759359 -69.750191
773.978394 12.027561 -70.870316
766.860596 4.690252 -71.741806
757.485474 1.966311 -74.857140
747.757263 1.834562 -78.172775
738.231445 1.834562 -81.381340
729.159729 1.834562 -86.111053
720.195129 2.698064 -90.546173
712.663879 6.924498 -96.558952
708.769775 13.417337 -103.529236
701.122437 10.076282 -97.404411
696.252197 7.823489 -88.644440
690.588074 5.437305 -80.638641
684.349060 4.312945 -72.649971
678.221558 3.215038 -64.816902
671.469360 2.831609 -57.107738
664.409729 1.750723 -49.465519
657.625916 2.839243 -42.193836
650.458313 2.707186 -35.054688
643.104309 1.938937 -27.913403
636.092712 2.815791 -20.571115
628.606689 2.793925 -13.501431
620.284973 2.279781 -7.781432
594.234009 0.930133 13.191620
593.334473 6.651212 21.403231
591.394897 11.136581 30.363071
585.972656 11.423333 39.113445
580.466370 10.147183 47.431225
576.654358 10.147183 53.626251
585.847412 10.147296 49.148064
595.078186 14.381353 48.944443
604.224731 12.864032 53.467014
604.125000 12.681883 63.731754
585.656311 12.877268 84.176666
585.656311 12.877268 84.176666
585.511841 12.873800 84.159904
592.839966 13.316396 91.183945
602.761536 15.492914 91.016861
611.485168 19.404217 94.741714
617.824402 23.535093 101.679222
621.896851 24.334898 110.888756
621.045349 24.535643 121.038994
615.452759 24.648491 129.494003
608.348206 26.036417 136.772339
599.702087 29.048422 141.636414
590.023865 32.268066 142.662949
580.180359 33.858025 140.508957
569.938599 34.282810 139.495377
559.663696 34.356026 141.746780
550.384460 34.427227 146.117081
Custom
HailActor "Szeth Hibis'kis" 3
542.420532 34.538033 150.600769
